id,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,crime_rate,prop.availability,days_last_review,dis_in_miles,Bronx,Brooklyn,Manhattan,Queens,Staten_Island,entire_home,private_room,shared_room
30029651,40.7008,-73.75121,70,2,3,0.4,2,10.8214,0.509589041,51,1.89311038,0,0,0,1,0,0,1,0
30030480,40.72943,-74.00243,269,30,1,0.16,232,24.6521,0.64109589,185,0.17393492,0,0,1,0,0,1,0,0
30033478,40.81857,-73.9557,59,1,2,0.36,1,12.2706,0,156,0.24877052,0,0,1,0,0,0,1,0
30034070,40.74687,-73.98836,220,2,8,1.48,13,123.5776,0.863013699,25,0.09908565,0,0,1,0,0,1,0,0
30034260,40.69936,-73.9242,170,2,36,5.24,1,13.4682,0.523287671,7,0.18949295,0,1,0,0,0,1,0,0
30035166,40.82511,-73.94961,5000,1,2,0.38,2,12.8038,0.410958904,136,0.10668744,0,0,1,0,0,1,0,0
30035973,40.76992,-73.89719,62,5,3,0.76,1,8.3745,0.016438356,52,0.85308205,0,0,0,1,0,1,0,0
30036315,40.71837,-73.95882,99,2,9,1.16,2,14.1874,0.126027397,22,0.13973221,0,1,0,0,0,0,1,0
30036390,40.58403,-73.95692,180,3,4,0.63,3,7.027,0.42739726,30,0.22937272,0,1,0,0,0,1,0,0
30037000,40.64391,-73.94833,57,1,6,0.8,1,10.4991,0,182,0.0878549,0,1,0,0,0,1,0,0
30037339,40.58496,-73.95739,250,3,4,0.62,3,7.027,0.98630137,16,0.20624224,0,1,0,0,0,1,0,0
30037892,40.73444,-74.00562,190,2,4,0.53,2,24.6521,0,73,0.15848164,0,0,1,0,0,0,1,0
30037932,40.62917,-74.08619,120,3,15,1.92,1,7.4154,0.454794521,8,3.02765068,0,0,0,0,1,1,0,0
30038038,40.75551,-73.99236,300,4,8,1.06,1,123.5776,0.019178082,16,0.18496627,0,0,1,0,0,1,0,0
30038208,40.65786,-73.95813,135,2,29,4.01,1,11.4804,0.219178082,10,0.25920003,0,1,0,0,0,1,0,0
30038245,40.82414,-73.93912,60,4,11,1.53,2,15.3365,0.44109589,21,0.13975237,0,0,1,0,0,0,1,0
30038280,40.72514,-73.98504,175,3,7,0.9,1,16.1427,0.301369863,101,0.28310333,0,0,1,0,0,1,0,0
30038437,40.77064,-73.96197,345,7,15,1.92,1,10.9143,0.057534247,25,0.19873438,0,0,1,0,0,1,0,0
30039638,40.65696,-73.97942,130,7,1,1,1,9.9778,0.030136986,12,0.21240545,0,1,0,0,0,1,0,0
30040019,40.77717,-73.95404,182,2,28,3.85,1,10.9143,0.175342466,7,0.12793768,0,0,1,0,0,1,0,0
30041537,40.70956,-73.96552,90,2,39,5.37,2,11.0839,0.21369863,13,0.41086498,0,1,0,0,0,0,1,0
30041554,40.80945,-73.94183,175,3,1,0.16,2,15.3365,0.126027397,189,0.22449255,0,0,1,0,0,1,0,0
30043083,40.65129,-73.92696,35,1,10,1.32,3,10.4991,0.22739726,7,0.89870802,0,1,0,0,0,0,1,0
30043303,40.72051,-73.95464,103,3,3,0.46,1,14.1874,0.030136986,51,0.25299699,0,1,0,0,0,1,0,0
30043557,40.59802,-73.75497,70,1,12,1.69,4,12.883,0.989041096,20,0.36338458,0,0,0,1,0,0,1,0
30043754,40.75959,-73.97084,100,3,1,0.16,1,44.8156,0,190,0.17292552,0,0,1,0,0,0,1,0
30043809,40.59836,-73.75555,50,1,12,1.55,4,12.883,0.994520548,72,0.32639852,0,0,0,1,0,0,1,0
30043966,40.6871,-73.92449,125,3,20,2.58,1,20.5032,0.928767123,15,0.21026501,0,1,0,0,0,1,0,0
30045214,40.70903,-73.94416,60,2,14,1.89,2,11.0839,0.038356164,13,0.2551207,0,1,0,0,0,0,1,0
30045461,40.81691,-73.94124,70,2,17,2.44,1,15.3365,0.073972603,10,0.18622008,0,0,1,0,0,0,1,0
30045865,40.78918,-73.94834,110,30,1,0.2,2,12.5434,0,147,0.10767233,0,0,1,0,0,1,0,0
30046174,40.79052,-73.94838,120,29,1,0.77,2,12.5434,0,39,0.0475206,0,0,1,0,0,1,0,0
30046332,40.70815,-74.00513,115,2,4,0.55,1,20.7862,0.484931507,189,0.11531474,0,0,1,0,0,0,1,0
30046359,40.7034,-73.98544,219,3,16,2.5,1,22.5122,0.909589041,13,0.26294393,0,1,0,0,0,1,0,0
30046573,40.74164,-73.99656,250,3,18,3.44,1,21.5079,0.139726027,18,0.08012384,0,0,1,0,0,1,0,0
30046737,40.6968,-73.76592,135,1,69,10.67,1,10.8214,0.432876712,7,1.43859575,0,0,0,1,0,1,0,0
30047100,40.71323,-73.96319,90,7,1,0.16,1,11.0839,0,188,0.43607943,0,1,0,0,0,1,0,0
30047357,40.59021,-73.948,55,1,45,5.74,3,7.027,0.22739726,24,0.40580953,0,1,0,0,0,0,1,0
30047371,40.8597,-73.92748,75,2,5,0.66,1,11.3035,0,185,0.11662073,0,0,1,0,0,0,1,0
30048506,40.67196,-73.77821,155,1,59,7.6,2,10.8214,0.78630137,13,2.39490421,0,0,0,1,0,1,0,0
30048716,40.69233,-73.94366,70,1,1,0.14,1,17.0945,0,220,0.32423042,0,1,0,0,0,0,1,0
30049755,40.77751,-73.90956,85,2,2,0.29,2,8.3745,0.761643836,39,0.21398539,0,0,0,1,0,0,1,0
30049817,40.86159,-73.92686,60,1,15,2.01,9,11.3035,0.243835616,15,0.1005307,0,0,1,0,0,0,1,0
30057248,40.70094,-73.91992,59,1,1,0.75,5,13.4682,0.405479452,39,0.15732695,0,1,0,0,0,0,1,0
30057380,40.65646,-73.95229,115,2,1,0.15,1,11.4804,0,195,0.11672211,0,1,0,0,0,1,0,0
30058948,40.76345,-73.828,73,1,5,1.17,5,7.7702,0.238356164,21,0.28558475,0,0,0,1,0,0,1,0
30059328,40.72978,-73.99982,275,1,4,0.61,1,24.6521,0,44,0.17227704,0,0,1,0,0,1,0,0
30059491,40.68137,-73.95714,100,1,2,0.26,1,17.0945,0.852054795,192,0.01531937,0,1,0,0,0,0,1,0
30060150,40.65977,-73.99087,40,8,7,0.96,1,9.9778,0.180821918,27,0.38105387,0,1,0,0,0,0,1,0
30060474,40.6972,-73.93613,75,2,6,0.86,1,20.5032,0.230136986,25,0.02656986,0,1,0,0,0,0,1,0
30060926,40.69869,-73.749,250,3,4,0.63,3,10.8214,0.953424658,30,2.06181651,0,0,0,1,0,1,0,0
30062210,40.67966,-73.90755,28,3,1,0.16,1,17.891,0,189,0.14849481,0,1,0,0,0,0,1,0
30062344,40.73561,-73.95873,150,3,3,0.48,1,14.1874,0.115068493,87,0.37449495,0,1,0,0,0,1,0,0
30062477,40.59823,-73.95909,30,2,5,0.66,10,7.027,0,27,0.18741666,0,1,0,0,0,0,0,1
30062478,40.7507,-74.00261,170,3,6,0.84,1,22.9773,0.465753425,9,0.32750338,0,0,1,0,0,1,0,0
30062776,40.76079,-73.83387,90,3,1,0.16,2,7.7702,0.246575342,184,0.21708805,0,0,0,1,0,0,1,0
30063499,40.76068,-73.82233,66,2,19,2.73,1,7.7702,0.854794521,15,0.40991481,0,0,0,1,0,0,1,0
30063808,40.70901,-73.9676,300,4,2,0.32,1,11.0839,0.44109589,80,0.51359028,0,1,0,0,0,1,0,0
30064021,40.82199,-73.95632,120,5,1,0.16,1,12.8038,0,188,0.138297,0,0,1,0,0,1,0,0
30064378,40.76529,-73.91137,103,5,1,0.16,1,8.3745,0,189,0.4803603,0,0,0,1,0,1,0,0
30064760,40.70581,-73.90978,43,2,4,0.55,1,7.9676,0,79,0.22996162,0,0,0,1,0,0,1,0
30065004,40.70742,-73.81345,55,1,11,1.42,1,7.9745,0.109589041,7,0.19442269,0,0,0,1,0,1,0,0
30065027,40.73334,-74.00098,240,4,18,4.19,1,24.6521,0.065753425,5,0.07351585,0,0,1,0,0,1,0,0
30065616,40.69874,-73.93589,50,2,30,3.98,1,13.4682,0,14,0.10728907,0,1,0,0,0,0,1,0
30065947,40.72745,-73.9483,85,3,4,0.53,1,14.1874,0,136,0.25420068,0,1,0,0,0,1,0,0
30066243,40.80652,-73.94937,68,1,33,4.25,1,19.6512,0.052054795,8,0.21980701,0,0,1,0,0,0,1,0
30066459,40.80741,-73.96658,150,13,1,0.13,1,12.2706,0,232,0.13099216,0,0,1,0,0,1,0,0
30066865,40.6765,-73.9063,150,3,9,1.27,2,17.891,0.490410959,44,0.13637698,0,1,0,0,0,1,0,0
30067029,40.77829,-73.95093,150,5,5,0.66,4,10.9143,0.745205479,7,0.05300283,0,0,1,0,0,0,1,0
30067209,40.72637,-73.86829,60,3,1,0.16,1,4.7827,0.243835616,189,0.4203827,0,0,0,1,0,0,1,0
30067470,40.76193,-73.99147,499,2,14,1.98,1,44.8156,0.646575342,16,0.28947111,0,0,1,0,0,1,0,0
30067550,40.66988,-73.94682,60,20,1,0.14,1,11.3065,0.175342466,221,0.18909345,0,1,0,0,0,0,1,0
30067603,40.82411,-73.95441,47,8,31,4.04,6,12.8038,0.739726027,9,0.14973068,0,0,1,0,0,0,1,0
30067767,40.77954,-73.95127,150,5,5,0.79,4,10.9143,0.731506849,50,0.11853305,0,0,1,0,0,0,1,0
30068066,40.78006,-73.95046,150,5,7,0.96,4,10.9143,0.802739726,20,0.16622048,0,0,1,0,0,0,1,0
30068829,40.75659,-73.99988,179,1,27,3.45,30,22.9773,0.895890411,16,0.14462669,0,0,1,0,0,0,1,0
30069021,40.75753,-73.99701,199,1,25,3.21,30,22.9773,0.887671233,16,0.30713523,0,0,1,0,0,0,1,0
30069635,40.76589,-73.92259,150,2,4,0.55,1,8.3745,0,72,0.08441569,0,0,0,1,0,0,1,0
30070126,40.76831,-73.95929,200,5,2,0.68,1,10.9143,0.194520548,44,0.05925088,0,0,1,0,0,1,0,0
30071646,40.65978,-73.99406,50,3,3,0.43,1,9.9778,0,93,0.21557124,0,1,0,0,0,0,1,0
30071822,40.65985,-73.94985,100,3,10,1.32,1,11.4804,0.068493151,18,0.20645467,0,1,0,0,0,1,0,0
30071866,40.69115,-73.98466,99,3,1,0.41,1,22.5122,0.084931507,72,0.04677128,0,1,0,0,0,1,0,0
30071905,40.80616,-73.95007,269,1,29,3.88,3,19.6512,0.002739726,6,0.25871537,0,0,1,0,0,1,0,0
30071972,40.70685,-73.94231,60,150,2,0.32,2,11.0839,0,177,0.13704404,0,1,0,0,0,0,1,0
30077994,40.66635,-73.76622,300,1,5,0.66,1,8.619,0.421917808,44,3.06409335,0,0,0,1,0,1,0,0
30081150,40.83856,-73.94186,109,1,2,0.29,1,10.1224,0.739726027,206,0.16444251,0,0,1,0,0,0,1,0
30082832,40.69415,-73.96581,250,2,30,5.29,1,18.9222,0.750684932,3,0.42014354,0,1,0,0,0,1,0,0
30082958,40.58415,-74.10503,70,3,14,1.81,1,3.6767,0.139726027,3,4.48789655,0,0,0,0,1,1,0,0
30084221,40.72818,-73.98075,225,3,2,0.31,1,16.1427,0,187,0.19851505,0,0,1,0,0,1,0,0
30084269,40.66655,-73.95005,85,2,7,0.99,2,11.4804,0.073972603,6,0.09607075,0,1,0,0,0,0,1,0
30084665,40.64251,-73.93926,50,2,32,4.47,4,10.4991,0.980821918,15,0.50482347,0,1,0,0,0,0,1,0
30085136,40.81756,-73.9452,99,14,2,0.32,1,15.3365,0.098630137,74,0.12442336,0,0,1,0,0,0,1,0
30085665,40.76506,-73.82757,65,1,3,0.42,5,7.7702,0.232876712,44,0.39737144,0,0,0,1,0,0,1,0
30085711,40.67989,-73.97922,120,2,12,1.57,1,12.441,0.243835616,125,0.23113861,0,1,0,0,0,0,1,0
30085865,40.69473,-73.97225,175,1,1,0.16,2,18.9222,0,191,0.53892575,0,1,0,0,0,1,0,0
30086614,40.8444,-73.93654,27,29,1,0.13,1,10.1224,0.339726027,231,0.26415217,0,0,1,0,0,0,1,0
30086862,40.64544,-73.95731,95,2,3,0.4,2,7.5312,0.493150685,51,0.38442727,0,1,0,0,0,0,1,0
30087377,40.7363,-74.00494,340,30,2,0.46,1,24.6521,0.273972603,25,0.22496985,0,0,1,0,0,1,0,0
30087397,40.80052,-73.9706,100,2,8,1.06,1,9.5529,0,73,0.13773782,0,0,1,0,0,0,1,0
30088291,40.71465,-73.95499,75,2,11,1.9,3,14.1874,0,50,0.19467502,0,1,0,0,0,0,1,0
30088310,40.80055,-73.96876,80,2,3,0.42,1,9.5529,0,187,0.07858202,0,0,1,0,0,0,1,0
30088327,40.71022,-73.99163,195,3,14,1.93,1,17.1053,0.432876712,29,0.26159059,0,0,1,0,0,1,0,0
30088359,40.80218,-73.95904,100,1,24,3.09,1,12.2706,0.002739726,2,0.12126457,0,0,1,0,0,1,0,0
30089134,40.74217,-73.90218,136,2,17,2.25,1,9.0806,0.953424658,3,0.24191411,0,0,0,1,0,1,0,0
30089412,40.6819,-73.96007,250,2,16,2.18,1,18.9222,0.21369863,9,0.17263588,0,1,0,0,0,1,0,0
30089600,40.88511,-73.90831,175,3,5,0.77,1,9.4274,0,92,0.38996786,1,0,0,0,0,1,0,0
30089810,40.72192,-73.99418,307,3,1,0.13,2,18.5259,0.994520548,229,0.1168404,0,0,1,0,0,0,1,0
30089955,40.74933,-73.98467,600,2,1,0.15,1,123.5776,0,205,0.16546857,0,0,1,0,0,1,0,0
30090198,40.67775,-73.94913,99,4,5,0.77,1,11.3065,0.063013699,29,0.19714132,0,1,0,0,0,1,0,0
30091241,40.71546,-74.00856,2000,1,1,0.16,1,20.7862,0,189,0.03700644,0,0,1,0,0,1,0,0
30091313,40.76339,-73.82831,55,1,7,0.95,5,7.7702,0.232876712,59,0.27604282,0,0,0,1,0,0,1,0
30092606,40.75665,-73.99838,129,1,18,2.4,30,22.9773,0.383561644,65,0.21634759,0,0,1,0,0,0,1,0
30093042,40.67698,-73.94414,99,2,2,0.29,3,11.3065,0.21369863,128,0.26555918,0,1,0,0,0,0,1,0
30093274,40.76548,-73.82764,82,1,2,0.31,5,7.7702,0.232876712,30,0.42373474,0,0,0,1,0,0,1,0
30093843,40.75542,-73.90716,125,3,14,2.05,1,8.3745,0.115068493,26,0.18764984,0,0,0,1,0,1,0,0
30094586,40.69845,-73.90838,150,1,14,1.89,1,7.9676,0.243835616,9,0.15310989,0,0,0,1,0,0,1,0
30094688,40.68515,-73.94743,151,1,1,0.13,1,17.0945,0.490410959,223,0.36042513,0,1,0,0,0,1,0,0
30094802,40.6773,-73.94465,99,2,1,0.6,3,11.3065,0.230136986,49,0.26832831,0,1,0,0,0,0,1,0
30096719,40.6887,-73.96668,98,1,32,4.1,2,18.9222,0.704109589,7,0.04216345,0,1,0,0,0,1,0,0
30101954,40.73008,-73.96062,70,2,2,0.27,1,14.1874,0,185,0.33460062,0,1,0,0,0,0,1,0
30102118,40.72918,-73.95538,200,4,1,0.15,1,14.1874,0,195,0.15214729,0,1,0,0,0,1,0,0
30102666,40.71861,-73.95448,380,3,3,0.48,1,14.1874,0.038356164,15,0.15125038,0,1,0,0,0,1,0,0
30103053,40.72418,-73.99978,500,5,3,0.46,1,20.7862,0.17260274,91,0.10932706,0,0,1,0,0,1,0,0
30103232,40.69726,-73.91587,50,2,19,2.52,1,13.4682,0.01369863,32,0.22358881,0,1,0,0,0,0,1,0
30104692,40.71318,-73.95876,149,2,20,2.8,1,11.0839,0.720547945,16,0.29608,0,1,0,0,0,1,0,0
30104723,40.70689,-73.94996,73,30,1,0.23,3,11.0839,0.945205479,129,0.05570781,0,1,0,0,0,1,0,0
30105018,40.6991,-73.92338,50,1,7,0.93,1,13.4682,0,191,0.19416351,0,1,0,0,0,0,1,0
30105022,40.71436,-73.98856,80,1,6,0.77,2,17.1053,0.41369863,20,0.09157011,0,0,1,0,0,0,1,0
30105086,40.72975,-74.0042,170,2,9,1.37,1,24.6521,0.052054795,17,0.11994869,0,0,1,0,0,1,0,0
30105572,40.72815,-73.98455,120,1,5,0.65,1,16.1427,0.523287671,9,0.24579004,0,0,1,0,0,1,0,0
30105773,40.77298,-73.92461,70,1,1,0.16,2,8.3745,0.005479452,189,0.39667532,0,0,0,1,0,1,0,0
30106162,40.72018,-74.00451,70,30,2,0.26,1,20.7862,0,209,0.05817695,0,0,1,0,0,0,1,0
30106965,40.75716,-73.98796,400,4,2,0.31,1,123.5776,0,188,0.0934867,0,0,1,0,0,1,0,0
30106990,40.75438,-73.99759,209,2,11,1.63,8,22.9773,0.2,54,0.25213775,0,0,1,0,0,0,1,0
30107009,40.76418,-73.8293,72,1,8,1.12,5,7.7702,0.202739726,39,0.31764302,0,0,0,1,0,0,1,0
30107262,40.80324,-73.94887,125,2,12,3.05,1,19.6512,0.019178082,7,0.08799251,0,0,1,0,0,1,0,0
30108247,40.74656,-74.00441,114,1,1,0.16,3,22.9773,0,189,0.33652827,0,0,1,0,0,0,1,0
30108593,40.64879,-73.95079,88,2,44,5.92,1,10.4991,0.019178082,13,0.1588227,0,1,0,0,0,1,0,0
30109089,40.70845,-74.01037,209,7,1,0.16,13,20.7862,0.980821918,186,0.0994526,0,0,1,0,0,0,1,0
30109128,40.70701,-74.0151,114,1,6,0.79,1,20.7862,0.030136986,7,0.07720568,0,0,1,0,0,1,0,0
30109151,40.69137,-73.96,118,2,6,0.89,1,17.0945,0.183561644,141,0.17081696,0,1,0,0,0,1,0,0
30109697,40.78318,-73.97372,130,30,1,0.34,5,8.7699,0.715068493,88,0.15214991,0,0,1,0,0,1,0,0
30109916,40.86975,-73.84669,75,1,7,0.93,1,10.0687,0.002739726,170,0.02221835,1,0,0,0,0,1,0,0
30110482,40.65239,-73.91029,130,2,20,2.63,1,10.4991,0.380821918,10,0.57862327,0,1,0,0,0,1,0,0
30111496,40.70762,-73.96503,90,3,10,4.55,1,11.0839,0.210958904,3,0.38076847,0,1,0,0,0,0,1,0
30111883,40.69356,-73.94537,80,2,16,2.17,4,17.0945,0.008219178,22,0.20700418,0,1,0,0,0,0,1,0
30112272,40.75693,-73.96583,206,30,3,0.41,1,14.1041,0.44109589,70,0.17375268,0,0,1,0,0,1,0,0
30112494,40.8242,-73.9537,120,2,4,0.53,1,12.8038,0,205,0.15092727,0,0,1,0,0,1,0,0
30115354,40.68446,-73.95182,149,3,14,1.88,2,17.0945,0,45,0.28639005,0,1,0,0,0,1,0,0
30120067,40.89466,-73.89735,50,1,8,1.26,2,9.4274,0.660273973,3,0.37815567,1,0,0,0,0,0,0,1
30120427,40.77036,-73.92191,165,3,2,0.27,1,8.3745,0,64,0.20092899,0,0,0,1,0,1,0,0
30122033,40.77355,-73.99084,375,4,1,0.16,1,8.7699,0,189,0.45182715,0,0,1,0,0,1,0,0
30122474,40.71508,-73.9975,75,1,33,4.52,2,18.5259,0,16,0.24541269,0,0,1,0,0,0,1,0
30122576,40.73619,-73.98307,259,1,14,1.92,2,21.5079,0,77,0.27881312,0,0,1,0,0,1,0,0
30123494,40.67299,-73.95804,210,4,1,0.16,1,11.3065,0,189,0.12459014,0,1,0,0,0,1,0,0
30124206,40.6891,-73.95596,55,2,23,3.59,1,17.0945,0.884931507,18,0.13282254,0,1,0,0,0,0,1,0
30124398,40.67536,-73.94237,460,2,2,0.27,2,11.3065,0,188,0.32372345,0,1,0,0,0,1,0,0
30124940,40.7227,-73.93691,85,1,14,1.92,5,14.1874,0.375342466,36,0.66980117,0,1,0,0,0,0,1,0
30125523,40.74957,-73.97683,111,30,1,1,50,14.1041,0.909589041,26,0.134626,0,0,1,0,0,1,0,0
30126088,40.82982,-73.94661,109,1,1,0.16,6,12.8038,0.112328767,189,0.2708063,0,0,1,0,0,0,1,0
30126274,40.8375,-73.94182,99,1,2,0.31,1,10.1224,0,183,0.1436895,0,0,1,0,0,1,0,0
30126658,40.72154,-73.99727,300,4,3,0.48,1,18.5259,0.265753425,42,0.05282884,0,0,1,0,0,1,0,0
30128559,40.69412,-73.9062,70,3,8,1.06,3,13.4682,0.183561644,5,0.15285692,0,1,0,0,0,0,1,0
30128919,40.74079,-74.00383,250,3,4,0.63,1,22.9773,0.134246575,11,0.09574106,0,0,1,0,0,1,0,0
30129482,40.688,-73.97185,80,3,2,0.32,1,18.9222,0.293150685,58,0.1701359,0,1,0,0,0,1,0,0
30129493,40.70636,-74.0096,240,7,14,1.98,2,20.7862,0.835616438,32,0.04115475,0,0,1,0,0,1,0,0
30129734,40.68739,-73.76598,35,1,63,8.44,1,10.8214,0.021917808,9,1.9741245,0,0,0,1,0,1,0,0
30129959,40.81112,-73.94289,100,3,2,0.32,1,15.3365,0,152,0.24108034,0,0,1,0,0,0,1,0
30130328,40.72249,-73.99406,160,3,14,1.98,1,18.5259,0,51,0.15500683,0,0,1,0,0,1,0,0
30130331,40.75466,-73.72924,178,5,14,1.94,1,6.3729,0.391780822,22,4.06669342,0,0,0,1,0,1,0,0
30130483,40.76481,-73.9922,269,4,6,0.92,1,44.8156,0.117808219,27,0.36353415,0,0,1,0,0,1,0,0
30130572,40.83499,-73.91003,75,3,19,2.59,1,15.6104,0.298630137,36,0.34548616,1,0,0,0,0,0,1,0
30131250,40.6877,-73.93146,42,30,2,0.47,27,20.5032,0.967123288,59,0.40725304,0,1,0,0,0,0,1,0
30131273,40.83815,-73.94385,40,3,23,3,1,10.1224,0.353424658,8,0.25394139,0,0,1,0,0,0,1,0
30131426,40.68765,-73.93208,42,30,1,1,27,20.5032,0.928767123,23,0.42375308,0,1,0,0,0,0,1,0
30131491,40.76207,-73.98935,160,1,51,7.5,1,44.8156,0.068493151,4,0.17820561,0,0,1,0,0,1,0,0
30131676,40.76802,-73.9906,130,2,5,0.71,1,44.8156,0.21369863,16,0.45292843,0,0,1,0,0,0,1,0
30131807,40.77269,-73.90626,90,14,1,0.16,2,8.3745,0.052054795,183,0.34266604,0,0,0,1,0,1,0,0
30131908,40.78721,-73.94131,99,1,1,0.13,1,12.5434,0,225,0.36420685,0,0,1,0,0,0,1,0
30132025,40.64574,-73.94675,50,1,46,6.03,2,10.4991,0.093150685,4,0.11792632,0,1,0,0,0,0,1,0
30132508,40.69205,-73.96646,150,2,41,5.42,1,18.9222,0.164383562,8,0.27293801,0,1,0,0,0,1,0,0
30132666,40.75978,-73.91748,80,7,1,0.15,1,8.3745,0.021917808,204,0.24981613,0,0,0,1,0,0,1,0
30132711,40.69176,-73.95396,120,3,22,3.07,1,17.0945,0.043835616,15,0.14863943,0,1,0,0,0,1,0,0
30133397,40.59099,-73.94856,60,1,56,7.24,3,7.027,0.131506849,6,0.42049855,0,1,0,0,0,0,1,0
30133610,40.75199,-73.9725,350,3,17,2.49,1,14.1041,0.090410959,40,0.18935612,0,0,1,0,0,1,0,0
30134327,40.77848,-73.97996,150,1,7,0.95,1,8.7699,0,190,0.10521607,0,0,1,0,0,1,0,0
30137792,40.74337,-73.99423,85,3,15,2.13,3,21.5079,0.002739726,114,0.08188027,0,0,1,0,0,0,1,0
30141411,40.80348,-73.95775,50,30,1,0.17,6,19.6512,0.832876712,174,0.1888441,0,0,1,0,0,0,1,0
30142833,40.70428,-74.00707,550,2,30,3.96,1,20.7862,0.197260274,16,0.20474275,0,0,1,0,0,1,0,0
30143717,40.7443,-73.99056,225,5,4,0.54,2,21.5079,0.002739726,35,0.12577585,0,0,1,0,0,1,0,0
30144241,40.82293,-73.93958,70,4,8,1.26,2,15.3365,0.279452055,36,0.1753201,0,0,1,0,0,0,1,0
30144337,40.64564,-74.01867,75,1,1,0.15,1,9.9778,1,193,0.24628463,0,1,0,0,0,0,1,0
30144719,40.71361,-73.95703,195,2,5,1.61,1,11.0839,0.019178082,9,0.24612529,0,1,0,0,0,1,0,0
30145840,40.80289,-73.95813,63,30,2,0.32,6,19.6512,0.917808219,131,0.15897312,0,0,1,0,0,0,1,0
30146330,40.69499,-73.90994,40,5,1,0.13,1,13.4682,0.684931507,224,0.31325765,0,1,0,0,0,0,1,0
30146411,40.73652,-73.98618,3000,1,1,0.15,1,21.5079,1,205,0.23127871,0,0,1,0,0,1,0,0
30146882,40.80521,-73.95592,63,30,1,0.37,6,19.6512,0.002739726,80,0.0596351,0,0,1,0,0,0,1,0
30146925,40.68633,-73.92728,150,3,15,2.13,1,20.5032,0.210958904,29,0.34972606,0,1,0,0,0,1,0,0
30147493,40.72224,-73.99675,165,3,5,0.74,1,18.5259,0,153,0.02090758,0,0,1,0,0,1,0,0
30148490,40.70159,-73.9801,50,6,1,0.15,1,18.9222,0,201,0.37759368,0,1,0,0,0,0,1,0
30150357,40.69968,-73.93588,85,1,4,0.61,1,13.4682,0.002739726,6,0.17162092,0,1,0,0,0,0,1,0
30150406,40.64308,-73.96508,150,3,2,0.27,2,7.5312,0.997260274,20,0.06824729,0,1,0,0,0,0,1,0
30150667,40.71261,-73.99475,62,1,7,0.93,1,18.5259,0.15890411,188,0.25444894,0,0,1,0,0,0,1,0
30151378,40.69107,-73.95597,50,1,13,1.74,7,17.0945,0.723287671,16,0.1622635,0,1,0,0,0,0,1,0
30152036,40.68412,-73.96951,60,7,3,0.42,1,18.9222,0.684931507,184,0.20130007,0,1,0,0,0,0,1,0
30152553,40.67958,-73.97816,345,3,10,1.38,2,12.441,0,86,0.18772592,0,1,0,0,0,1,0,0
30153101,40.72829,-73.98452,92,1,2,0.29,3,16.1427,0,192,0.23724721,0,0,1,0,0,1,0,0
30153309,40.68658,-73.96752,241,1,2,0.47,1,18.9222,0.380821918,107,0.11092995,0,1,0,0,0,0,1,0
30153367,40.83488,-73.91988,45,2,3,0.57,1,15.6104,0,23,0.09145638,1,0,0,0,0,0,1,0
30153527,40.6478,-73.96091,125,2,3,0.4,1,7.5312,0.002739726,23,0.21232588,0,1,0,0,0,1,0,0
30153699,40.80747,-73.92766,145,1,7,1.12,1,25.3888,0.98630137,16,0.22175401,1,0,0,0,0,0,1,0
30154053,40.71629,-73.98975,275,2,6,2.28,1,17.1053,0.232876712,30,0.16913554,0,0,1,0,0,0,1,0
30154255,40.73298,-73.98768,495,2,6,0.82,1,16.1427,0.630136986,8,0.10302134,0,0,1,0,0,1,0,0
30155157,40.84216,-73.94227,50,1,4,1.02,3,10.1224,0.194520548,32,0.15710688,0,0,1,0,0,0,1,0
30155262,40.72276,-73.85683,40,1,6,0.79,1,4.7827,0,214,0.33125952,0,0,0,1,0,0,1,0
30155402,40.84241,-73.94264,50,1,3,0.39,3,10.1224,0.493150685,71,0.18297176,0,0,1,0,0,0,1,0
30155444,40.66093,-73.93893,69,1,18,2.48,1,11.4804,0.479452055,9,0.61262777,0,1,0,0,0,0,1,0
30155455,40.85042,-73.93649,120,5,1,0.16,1,11.3035,0.632876712,185,0.11698429,0,0,1,0,0,1,0,0
30156697,40.73181,-74.00606,300,3,21,5.25,5,24.6521,0.843835616,8,0.19901016,0,0,1,0,0,1,0,0
30156908,40.73389,-74.00646,285,3,12,1.76,5,24.6521,0.857534247,5,0.18890292,0,0,1,0,0,1,0,0
30157285,40.61072,-73.98533,90,2,53,7.07,1,5.8083,0.098630137,12,0.19303102,0,1,0,0,0,1,0,0
30157535,40.77066,-73.94993,140,5,24,3.35,1,10.9143,0.131506849,14,0.45951662,0,0,1,0,0,1,0,0
30157585,40.82894,-73.94568,46,1,1,0.13,1,12.8038,0.490410959,230,0.24346,0,0,1,0,0,0,1,0
30158357,40.69631,-73.92944,37,1,2,0.34,1,13.4682,0,141,0.15759004,0,1,0,0,0,0,1,0
30158735,40.72141,-73.98111,134,1,2,0.27,1,16.1427,0,149,0.39314471,0,0,1,0,0,1,0,0
30158743,40.64874,-73.94467,150,3,3,3,1,10.4991,0,9,0.29031525,0,1,0,0,0,1,0,0
30158934,40.70816,-74.0084,195,30,13,4.29,1,20.7862,0.835616438,4,0.09921747,0,0,1,0,0,1,0,0
30159383,40.7843,-73.95745,450,5,5,0.71,2,10.9143,0.945205479,10,0.34506531,0,0,1,0,0,1,0,0
